TIPO_GRUPO,NOMBRE_MASACRE,MUNICIPIO,DEPARTAMENTO,LATITUDE,LONGITUDE,IMAGENES,URL,FECHA,GRUPO_ARMADO,ANIO
NO_IDENTIFICADO,MONTERÍA,MONTERÍA,CORDOBA,8.737319,-75.881394,http://rutasdelconflicto.com/admin/imagenes/monteria.jpg,http://rutasdelconflicto.com/interna.php?masacre=735,11/02/2001,GRUPO ARMADO NO IDENTIFICADO,2001
PARAMILITARES,SEGOVIA Y LA CRUZADA,SEGOVIA Y REMEDIOS,ANTIOQUIA,7.066439157,-74.70003605,http://rutasdelconflicto.com/admin/imagenes/segoviaylacruzada(1).jpg,http://rutasdelconflicto.com/interna.php?masacre=46,11/11/1988,AUTODEFENSAS DE PUERTO BOYACÁ (1979  - 1991),1988
PARAMILITARES,LOS 19 COMERCIANTES,PUERTO BOYACÁ,BOYACA,5.823857,-74.412117,http://rutasdelconflicto.com/admin/imagenes/puerto_boyaca.jpg,http://rutasdelconflicto.com/interna.php?masacre=94,10/06/1987,AUTODEFENSAS DE PUERTO BOYACÁ (1979  - 1991),1987
PARAMILITARES,CIMITARRA,CIMITARRA,SANTANDER,6.317773,-73.951893,http://rutasdelconflicto.com/admin/imagenes/cimitarra.jpg,http://rutasdelconflicto.com/interna.php?masacre=167,2/26/1990,AUTODEFENSAS DE PUERTO BOYACÁ (1979  - 1991),1990
PARAMILITARES,LA ROCHELA,SIMACOTA,SANTANDER,6.735076,-73.87572,http://rutasdelconflicto.com/admin/imagenes/RochelaJesusVillamizarVanguardiaLiberal.jpeg,http://rutasdelconflicto.com/interna.php?masacre=168,1/18/1989,AUTODEFENSAS DE PUERTO BOYACÁ (1979  - 1991),1989
PARAMILITARES,PUERTO TRIUNFO,PUERTO TRIUNFO,ANTIOQUIA,5.873337,-74.640562,http://rutasdelconflicto.com/admin/imagenes/puertotriunfo.jpg,http://rutasdelconflicto.com/interna.php?masacre=666,9/17/1982,AUTODEFENSAS DE PUERTO BOYACÁ (1979  - 1991),1982
PARAMILITARES,GUARNE,GUARNE,ANTIOQUIA,6.280490958,-75.44277191,http://rutasdelconflicto.com/admin/imagenes/guarne.jpg,http://rutasdelconflicto.com/interna.php?masacre=224,4/28/2003,PARAMILITARES DEL BLOQUE CACIQUE NUTIBARA (2000  - 2003),2003
PARAMILITARES,MEDELLÍN 2001,MEDELLÍN,ANTIOQUIA,6.299665,-75.574997,http://rutasdelconflicto.com/admin/imagenes/medellin2001.jpg,http://rutasdelconflicto.com/interna.php?masacre=682,4/26/2001,PARAMILITARES DEL BLOQUE CACIQUE NUTIBARA (2000  - 2003),2001
PARAMILITARES,LA REJOYA,POPAYÁN,CAUCA,2.554525974,-76.63043261,http://rutasdelconflicto.com/admin/imagenes/popayanalcaldia(2).jpg,http://rutasdelconflicto.com/interna.php?masacre=8,1/15/2001,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2001
PARAMILITARES,GUALANDAY 2001,CORINTO,CAUCA,3.186194152,-76.21790886,http://rutasdelconflicto.com/admin/imagenes/corintoluisangelmurcia.jpeg,http://rutasdelconflicto.com/interna.php?masacre=10,11/18/2001,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2001
PARAMILITARES,BUGA,GUADALAJARA DE BUGA,VALLE,3.900092,-76.299963,http://rutasdelconflicto.com/admin/imagenes/Buga.jpg,http://rutasdelconflicto.com/interna.php?masacre=13,10/10/2001,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2001
PARAMILITARES,CALIMA (DARIÉN),CALIMA EL DARIÉN,VALLE,3.913579255,-76.66671753,http://rutasdelconflicto.com/admin/imagenes/CalimaDarienAPChristianEscobarMora.jpeg,http://rutasdelconflicto.com/interna.php?masacre=14,8/22/2001,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2001
PARAMILITARES,EL NAYA,BUENOS AIRES (CAUCA) - JAMUNDÍ (VALLE DEL CAUCA),CAUCA,3.016841,-76.644123,http://rutasdelconflicto.com/admin/imagenes/elnaya.jpg,http://rutasdelconflicto.com/interna.php?masacre=22,4/10/2001,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2001
PARAMILITARES,PITALITO 2002,PITALITO,HUILA,1.856193,-76.039124,http://rutasdelconflicto.com/admin/imagenes/quintapitalitodos.jpg,http://rutasdelconflicto.com/interna.php?masacre=69,11/03/2002,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2002
PARAMILITARES,CAJIBÍO 2000,CAJIBÍO,CAUCA,2.66656881,-76.6330719,http://rutasdelconflicto.com/admin/imagenes/cajibioalcaldia.jpg,http://rutasdelconflicto.com/interna.php?masacre=128,11/19/2000,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2000
PARAMILITARES,EL TAMBO 2001,EL TAMBO,CAUCA,2.455593,-76.80572,http://rutasdelconflicto.com/admin/imagenes/eltambo.jpg,http://rutasdelconflicto.com/interna.php?masacre=129,8/01/2001,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2001
PARAMILITARES,LA CLÍNICA,EL TAMBO,CAUCA,2.455722092,-76.80580616,http://rutasdelconflicto.com/admin/imagenes/eltambo(2).jpg,http://rutasdelconflicto.com/interna.php?masacre=130,9/30/2001,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2001
PARAMILITARES,BARRAGÁN,TULUÁ,VALLE,4.034122238,-75.88588893,http://rutasdelconflicto.com/admin/imagenes/barragan.jpg,http://rutasdelconflicto.com/interna.php?masacre=131,12/19/2000,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2000
PARAMILITARES,SANTANDER DE QUILICHAO 2000,SANTANDER DE QUILICHAO,CAUCA,3.007070018,-76.487782,http://rutasdelconflicto.com/admin/imagenes/santanderdequilichao.jpg,http://rutasdelconflicto.com/interna.php?masacre=150,12/20/2000,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2000
PARAMILITARES,VIDA NUEVA,SANTANDER DE QUILICHAO,CAUCA,3.000727274,-76.48879051,http://rutasdelconflicto.com/admin/imagenes/santanderdequilichao(1).jpg,http://rutasdelconflicto.com/interna.php?masacre=151,1/29/2001,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2001
PARAMILITARES,CHORRERAS,BUGALAGRANDE,VALLE,4.160115348,-75.98346233,http://rutasdelconflicto.com/admin/imagenes/buga(1).jpg,http://rutasdelconflicto.com/interna.php?masacre=153,8/31/1999,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),1999
PARAMILITARES,SUÁREZ 2000,SUÁREZ,CAUCA,2.96717012,-76.73220634,http://rutasdelconflicto.com/admin/imagenes/suarez.jpg,http://rutasdelconflicto.com/interna.php?masacre=155,12/03/2000,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2000
PARAMILITARES,EL PLACER - VALLE DEL CAUCA,GUADALAJARA DE BUGA,VALLE,3.879968594,-76.09972,http://rutasdelconflicto.com/admin/imagenes/guadalajaradebuga.jpg,http://rutasdelconflicto.com/interna.php?masacre=156,8/23/1999,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),1999
PARAMILITARES,PIEDRITAS,TULUÁ,VALLE,4.108066,-76.030626,http://rutasdelconflicto.com/admin/imagenes/tulua.jpg,http://rutasdelconflicto.com/interna.php?masacre=170,9/22/1999,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),1999
PARAMILITARES,ZABALETAS 2000,BUENAVENTURA,VALLE,3.742750563,-76.96472168,http://rutasdelconflicto.com/admin/imagenes/buenaventura02luisangelmurcia.jpg,http://rutasdelconflicto.com/interna.php?masacre=175,5/11/2000,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2000
PARAMILITARES,BUGA - AGOSTO DE 1999,GUADALAJARA DE BUGA,VALLE,3.899878,-76.300049,http://rutasdelconflicto.com/admin/imagenes/buga(2).jpg,http://rutasdelconflicto.com/interna.php?masacre=226,8/20/1999,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),1999
PARAMILITARES,TULUÁ,TULUÁ,VALLE,4.082083,-76.199799,http://rutasdelconflicto.com/admin/imagenes/barragantulua.jpg,http://rutasdelconflicto.com/interna.php?masacre=228,8/01/1999,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),1999
PARAMILITARES,EL BORDO 2002,PATÍA (EL BORDO),CAUCA,2.11576,-76.983604,http://rutasdelconflicto.com/admin/imagenes/elbordojuancarlossierra.jpg,http://rutasdelconflicto.com/interna.php?masacre=246,3/22/2002,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2002
PARAMILITARES,LA BALSA,BUENOS AIRES,CAUCA,3.082623,-76.616335,http://rutasdelconflicto.com/admin/imagenes/buenosairesluisangelmurcia2.jpeg,http://rutasdelconflicto.com/interna.php?masacre=266,9/04/2000,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2000
PARAMILITARES,SAN PEDRO,SAN PEDRO,VALLE,3.993982448,-76.2272644,http://rutasdelconflicto.com/admin/imagenes/sanpedroluisangelmurcia.jpg,http://rutasdelconflicto.com/interna.php?masacre=279,12/15/1999,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),1999
PARAMILITARES,ALTAFLOR,TULUÁ,VALLE,4.124289034,-75.97007275,http://rutasdelconflicto.com/admin/imagenes/tulualuisangelmurcia.jpg,http://rutasdelconflicto.com/interna.php?masacre=280,12/24/1999,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),1999
PARAMILITARES,PIAMONTE,PIAMONTE,CAUCA,1.065912745,-76.3181591,http://rutasdelconflicto.com/admin/imagenes/piamontealcaldia.jpg,http://rutasdelconflicto.com/interna.php?masacre=347,10/11/2001,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2001
PARAMILITARES,GUALANDAY 2002,CORINTO,CAUCA,3.170168,-76.258534,http://rutasdelconflicto.com/admin/imagenes/corintoluisangelmurcia(1).jpeg,http://rutasdelconflicto.com/interna.php?masacre=349,3/24/2002,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2002
PARAMILITARES,CORINTO 2002,CORINTO,CAUCA,3.173982113,-76.26018047,http://rutasdelconflicto.com/admin/imagenes/corintoluisangelmurcia(2).jpeg,http://rutasdelconflicto.com/interna.php?masacre=350,6/01/2002,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2002
PARAMILITARES,SANTO DOMINGO SAVIO,POPAYÁN,CAUCA,2.4517775,-76.6210556,http://rutasdelconflicto.com/admin/imagenes/popayanalcaldia.jpg,http://rutasdelconflicto.com/interna.php?masacre=351,1/22/2002,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2002
PARAMILITARES,TIMBÍO,TIMBÍO,CAUCA,2.341453,-76.64561,http://rutasdelconflicto.com/admin/imagenes/timbioalcaldia.jpg,http://rutasdelconflicto.com/interna.php?masacre=352,6/03/2002,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2002
PARAMILITARES,ALTO SAN JOSÉ,TIMBÍO,CAUCA,2.350929262,-76.68242455,http://rutasdelconflicto.com/admin/imagenes/timbioalcaldia(1).jpg,http://rutasdelconflicto.com/interna.php?masacre=353,9/03/2002,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2002
PARAMILITARES,BUENOS AIRES 2001,BUENOS AIRES,CAUCA,3.016712632,-76.64536715,http://rutasdelconflicto.com/admin/imagenes/buenosairesluisangelmurcia2(1).jpeg,http://rutasdelconflicto.com/interna.php?masacre=354,7/18/2001,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2001
PARAMILITARES,LA YUNGA,EL TAMBO,CAUCA,2.44213,-76.813752,http://rutasdelconflicto.com/admin/imagenes/eltamboagenciaapsemana(1).jpg,http://rutasdelconflicto.com/interna.php?masacre=356,4/15/2001,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2001
PARAMILITARES,EL RECUERDO,EL TAMBO,CAUCA,2.449719448,-76.80790901,http://rutasdelconflicto.com/admin/imagenes/eltamboagenciaapsemana(2).jpg,http://rutasdelconflicto.com/interna.php?masacre=357,11/26/2001,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2001
PARAMILITARES,PLAYA RICA,EL TAMBO,CAUCA,2.458938,-76.813623,http://rutasdelconflicto.com/admin/imagenes/eltamboagenciaapsemana(3).jpg,http://rutasdelconflicto.com/interna.php?masacre=358,1/28/2002,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2002
PARAMILITARES,EL FIRME,BUENAVENTURA,VALLE,3.466524,-77.366251,http://rutasdelconflicto.com/admin/imagenes/yurumanguiluisangelmurcia.jpeg,http://rutasdelconflicto.com/interna.php?masacre=360,4/29/2001,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2001
PARAMILITARES,CASCAJAL,BUENAVENTURA,VALLE,3.884507,-77.064984,http://rutasdelconflicto.com/admin/imagenes/buenaventura7leondariopelaez.jpg,http://rutasdelconflicto.com/interna.php?masacre=370,5/29/2000,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2000
PARAMILITARES,SEVILLA,SEVILLA,VALLE,4.266557344,-75.88372707,http://rutasdelconflicto.com/admin/imagenes/sevillasemana.jpeg,http://rutasdelconflicto.com/interna.php?masacre=371,7/08/2000,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2000
PARAMILITARES,JAMUNDÍ 2001,JAMUNDÍ,VALLE,3.18306617,-76.68246746,http://rutasdelconflicto.com/admin/imagenes/jamundi2001juancarlossierra.jpeg,http://rutasdelconflicto.com/interna.php?masacre=394,1/29/2001,PARAMILITARES DEL BLOQUE CALIMA (1999  - 2004),2001
PARAMILITARES,LA HORQUETA,TOCAIMA,CUNDINAMARCA,4.444449171,-74.58806455,http://rutasdelconflicto.com/admin/imagenes/primeralahorqueta.jpg,http://rutasdelconflicto.com/interna.php?masacre=33,11/21/1997,PARAMILITARES DEL BLOQUE ÉLMER CÁRDENAS (1995  - 2006),1997
PARAMILITARES,MUTATÁ 1998,MUTATÁ,ANTIOQUIA,7.273334,-76.56171,http://rutasdelconflicto.com/admin/imagenes/mutata(1).jpg,http://rutasdelconflicto.com/interna.php?masacre=37,2/23/1998,PARAMILITARES DEL BLOQUE ÉLMER CÁRDENAS (1995  - 2006),1998
PARAMILITARES,RIOSUCIO 1997,RIOSUCIO,CHOCO,7.15029,-77.333504,http://rutasdelconflicto.com/admin/imagenes/RiosucioJoseAlejandroCastano.jpg,http://rutasdelconflicto.com/interna.php?masacre=171,12/17/1997,PARAMILITARES DEL BLOQUE ÉLMER CÁRDENAS (1995  - 2006),1997
PARAMILITARES,RIOSUCIO 2001,RIOSUCIO Y BOJAYÁ,CHOCO,7.15976429,-76.66725397,http://rutasdelconflicto.com/admin/imagenes/riosuciojosealejandrocastano.jpg,http://rutasdelconflicto.com/interna.php?masacre=172,9/12/2001,PARAMILITARES DEL BLOQUE ÉLMER CÁRDENAS (1995  - 2006),2001
PARAMILITARES,MUTATÁ - JULIO DE 1996,MUTATÁ,ANTIOQUIA,7.246727067,-76.43604755,http://rutasdelconflicto.com/admin/imagenes/mutata(3).jpg,http://rutasdelconflicto.com/interna.php?masacre=173,7/10/1996,PARAMILITARES DEL BLOQUE ÉLMER CÁRDENAS (1995  - 2006),1996
PARAMILITARES,JIGUAMIANDÓ,RIOSUCIO,CHOCO,7.440539078,-77.1190238,http://rutasdelconflicto.com/admin/imagenes/jiguamiando.jpg,http://rutasdelconflicto.com/interna.php?masacre=174,1/27/2001,PARAMILITARES DEL BLOQUE ÉLMER CÁRDENAS (1995  - 2006),2001
PARAMILITARES,PEDEGUITA,RIOSUCIO,CHOCO,7.262479,-77.057076,http://rutasdelconflicto.com/admin/imagenes/RiosucioAlcaldia.jpg,http://rutasdelconflicto.com/interna.php?masacre=242,4/17/2002,PARAMILITARES DEL BLOQUE ÉLMER CÁRDENAS (1995  - 2006),2002
PARAMILITARES,CARMEN DEL DARIÉN,CARMEN DEL DARIÉN,CHOCO,7.159647,-76.667737,http://rutasdelconflicto.com/admin/imagenes/carmendeldarienleondariopelaez.jpg,http://rutasdelconflicto.com/interna.php?masacre=243,9/12/2001,PARAMILITARES DEL BLOQUE ÉLMER CÁRDENAS (1995  - 2006),2001
PARAMILITARES,MUTATÁ - NOVIEMBRE DE 1996,MUTATÁ Y DABEIBA,ANTIOQUIA,7.246429,-76.434631,http://rutasdelconflicto.com/admin/imagenes/mutata(4).jpg,http://rutasdelconflicto.com/interna.php?masacre=245,11/17/1996,PARAMILITARES DEL BLOQUE ÉLMER CÁRDENAS (1995  - 2006),1996
PARAMILITARES,RIOSUCIO - CHOCÓ - 1999,RIOSUCIO,CHOCO,7.440603,-77.118359,http://rutasdelconflicto.com/admin/imagenes/RiosucioAlcaldia(1).jpg,http://rutasdelconflicto.com/interna.php?masacre=272,4/09/1999,PARAMILITARES DEL BLOQUE ÉLMER CÁRDENAS (1995  - 2006),1999
PARAMILITARES,JURADÓ,JURADÓ,CHOCO,7.102085,-77.756794,http://rutasdelconflicto.com/admin/imagenes/jurado.jpg,http://rutasdelconflicto.com/interna.php?masacre=273,8/08/1999,PARAMILITARES DEL BLOQUE ÉLMER CÁRDENAS (1995  - 2006),1999
PARAMILITARES,CARMEN DE ATRATO 2000,CARMEN DE ATRATO,CHOCO,5.980777854,-76.36450768,http://rutasdelconflicto.com/admin/imagenes/carmendeatratodanielreinaromero.jpeg,http://rutasdelconflicto.com/interna.php?masacre=379,7/11/2000,PARAMILITARES DEL BLOQUE ÉLMER CÁRDENAS (1995  - 2006),2000
PARAMILITARES,NUQUÍ,NUQUÍ,CHOCO,5.691405639,-77.27216721,http://rutasdelconflicto.com/admin/imagenes/nuquisemana.jpeg,http://rutasdelconflicto.com/interna.php?masacre=380,11/15/2000,PARAMILITARES DEL BLOQUE ÉLMER CÁRDENAS (1995  - 2006),2000
PARAMILITARES,CARMEN DE ATRATO 1998,CARMEN DE ATRATO,CHOCO,5.969168,-76.365967,http://rutasdelconflicto.com/admin/imagenes/carmendeatratodanielreinaromero(1).jpeg,http://rutasdelconflicto.com/interna.php?masacre=384,7/17/1998,PARAMILITARES DEL BLOQUE ÉLMER CÁRDENAS (1995  - 2006),1998
PARAMILITARES,LAS NIEVES,APARTADÓ,ANTIOQUIA,7.860831,-76.590427,http://rutasdelconflicto.com/admin/imagenes/Apartado2JesusAbadColorado.jpg,http://rutasdelconflicto.com/interna.php?masacre=640,3/29/1997,PARAMILITARES DEL BLOQUE ÉLMER CÁRDENAS (1995  - 2006),1997
PARAMILITARES,MURINDÓ 1997,MURINDÓ,ANTIOQUIA,6.803035,-76.797974,http://rutasdelconflicto.com/admin/imagenes/MurindoLeonDarioPelaez.jpeg,http://rutasdelconflicto.com/interna.php?masacre=641,12/13/1997,PARAMILITARES DEL BLOQUE ÉLMER CÁRDENAS (1995  - 2006),1997
PARAMILITARES,DABEIBA - JULIO DE 1999,DABEIBA,ANTIOQUIA,7.010686,-76.266932,http://rutasdelconflicto.com/admin/imagenes/DabeibaNataliaBotero(1).jpg,http://rutasdelconflicto.com/interna.php?masacre=651,7/18/1999,PARAMILITARES DEL BLOQUE ÉLMER CÁRDENAS (1995  - 2006),1999
PARAMILITARES,DABEIBA - SEPTIEMBRE DE 1999,DABEIBA,ANTIOQUIA,6.993265,-76.27834,http://rutasdelconflicto.com/admin/imagenes/DabeibaNataliaBotero(2).jpg,http://rutasdelconflicto.com/interna.php?masacre=652,9/19/1999,PARAMILITARES DEL BLOQUE ÉLMER CÁRDENAS (1995  - 2006),1999
PARAMILITARES,SAN CARLOS 2005,SAN CARLOS,ANTIOQUIA,6.136971,-75.055431,http://rutasdelconflicto.com/admin/imagenes/septimasancarlos.jpg,http://rutasdelconflicto.com/interna.php?masacre=124,1/29/2005,PARAMILITARES DEL BLOQUE HÉROES DE GRANADA (2003  - 2005),2005
PARAMILITARES,YOLOMBÓ 1999,YOLOMBÓ,ANTIOQUIA,6.64439,-74.96987,http://rutasdelconflicto.com/admin/imagenes/yolombo1999.JPG,http://rutasdelconflicto.com/interna.php?masacre=34,8/31/1999,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),1999
PARAMILITARES,YOLOMBÓ - AGOSTO 2001,YOLOMBÓ,ANTIOQUIA,6.665801,-75.006092,http://rutasdelconflicto.com/admin/imagenes/yolomboagosto2001.JPG,http://rutasdelconflicto.com/interna.php?masacre=35,8/16/2001,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),2001
PARAMILITARES,LA HOLANDA,SAN CARLOS,ANTIOQUIA,6.259204,-74.886167,http://rutasdelconflicto.com/admin/imagenes/segundalaholanda.jpg,http://rutasdelconflicto.com/interna.php?masacre=42,10/27/1998,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),1998
PARAMILITARES,LA VILLA,SAN CARLOS,ANTIOQUIA,6.13548,-75.00911,http://rutasdelconflicto.com/admin/imagenes/segundalavilla.jpg,http://rutasdelconflicto.com/interna.php?masacre=43,4/14/2000,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),2000
PARAMILITARES,REMEDIOS 1998,REMEDIOS,ANTIOQUIA,7.042801,-74.563549,http://rutasdelconflicto.com/admin/imagenes/remedios1998.jpg,http://rutasdelconflicto.com/interna.php?masacre=44,11/05/1998,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),1998
PARAMILITARES,REMEDIOS 2001,REMEDIOS,ANTIOQUIA,7.165619,-74.569809,http://rutasdelconflicto.com/admin/imagenes/remedios2001.JPG,http://rutasdelconflicto.com/interna.php?masacre=49,7/06/2001,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),2001
PARAMILITARES,EL PEÑOL,EL PEÑOL,ANTIOQUIA,6.183734174,-75.21068573,http://rutasdelconflicto.com/admin/imagenes/quintaelpenol.jpg,http://rutasdelconflicto.com/interna.php?masacre=66,1/05/2001,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),2001
PARAMILITARES,YOLOMBÓ 1998,YOLOMBÓ,ANTIOQUIA,6.644317,-74.9697,http://rutasdelconflicto.com/admin/imagenes/yolombo1998.jpg,http://rutasdelconflicto.com/interna.php?masacre=119,11/18/1998,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),1998
PARAMILITARES,LA CHORRERA - ANTIOQUIA,BARBOSA,ANTIOQUIA,6.438982926,-75.33308029,http://rutasdelconflicto.com/admin/imagenes/lachorrera.jpg,http://rutasdelconflicto.com/interna.php?masacre=187,10/12/2000,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),2000
PARAMILITARES,MONTEBELLO,MONTEBELLO,ANTIOQUIA,5.919483435,-75.54044724,http://rutasdelconflicto.com/admin/imagenes/montebello.jpg,http://rutasdelconflicto.com/interna.php?masacre=191,1/23/2000,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),2000
PARAMILITARES,GRANADA 2000,GRANADA,ANTIOQUIA,6.147040449,-75.18785477,http://rutasdelconflicto.com/admin/imagenes/granada2000.jpg,http://rutasdelconflicto.com/interna.php?masacre=192,11/03/2000,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),2000
PARAMILITARES,SEGOVIA 2001,SEGOVIA,ANTIOQUIA,7.250005,-74.750376,http://rutasdelconflicto.com/admin/imagenes/segovia2001.jpg,http://rutasdelconflicto.com/interna.php?masacre=261,2/12/2001,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),2001
PARAMILITARES,MARINILLA,MARINILLA,ANTIOQUIA,6.173664986,-75.33462524,http://rutasdelconflicto.com/admin/imagenes/marinilla.jpg,http://rutasdelconflicto.com/interna.php?masacre=262,5/31/2001,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),2001
PARAMILITARES,YOLOMBÓ - ENERO 2001,YOLOMBÓ,ANTIOQUIA,6.666653574,-74.99988556,http://rutasdelconflicto.com/admin/imagenes/yolomboenero2001.jpg,http://rutasdelconflicto.com/interna.php?masacre=263,1/03/2001,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),2001
PARAMILITARES,ALEJANDRÍA 2001,ALEJANDRÍA,ANTIOQUIA,6.376845914,-75.14107704,http://rutasdelconflicto.com/admin/imagenes/alejandria.jpg,http://rutasdelconflicto.com/interna.php?masacre=315,10/16/2001,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),2001
PARAMILITARES,SAN CARLOS - JUNIO 1999,SAN CARLOS,ANTIOQUIA,6.296786,-74.8424,http://rutasdelconflicto.com/admin/imagenes/sancarlosjunio1999.jpg,http://rutasdelconflicto.com/interna.php?masacre=317,6/17/1999,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),1999
PARAMILITARES,VEGACHÍ 1998,VEGACHÍ,ANTIOQUIA,6.815989,-74.771286,http://rutasdelconflicto.com/admin/imagenes/vegachi1998.jpg,http://rutasdelconflicto.com/interna.php?masacre=322,11/06/1998,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),1998
PARAMILITARES,SAN CARLOS - AGOSTO 1999,SAN CARLOS,ANTIOQUIA,6.186038,-74.995987,http://rutasdelconflicto.com/admin/imagenes/agosto1999sancarlos (2).jpg,http://rutasdelconflicto.com/interna.php?masacre=390,8/12/1999,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),1999
PARAMILITARES,SAN CARLOS - MARZO 1998,SAN CARLOS,ANTIOQUIA,6.298407,-74.840511,http://rutasdelconflicto.com/admin/imagenes/sancarlosmarzo1998.jpg,http://rutasdelconflicto.com/interna.php?masacre=397,3/23/1998,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),1998
PARAMILITARES,SAN CARLOS - DICIEMBRE 1998,SAN CARLOS,ANTIOQUIA,6.198582,-74.803559,http://rutasdelconflicto.com/admin/imagenes/sancarlosdiciembre1998.jpg,http://rutasdelconflicto.com/interna.php?masacre=398,12/19/1998,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),1998
PARAMILITARES,SAN CARLOS - NOVIEMBRE 1999,SAN CARLOS,ANTIOQUIA,6.13372768,-75.05001068,http://rutasdelconflicto.com/admin/imagenes/sancarlosnoviembre1999(1).jpg,http://rutasdelconflicto.com/interna.php?masacre=399,11/27/1999,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),1999
PARAMILITARES,SAN CARLOS - MAYO 2000,SAN CARLOS,ANTIOQUIA,6.134581073,-74.99765396,http://rutasdelconflicto.com/admin/imagenes/sancarlosmayo2000.jpg,http://rutasdelconflicto.com/interna.php?masacre=402,5/29/2000,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),2000
PARAMILITARES,SAN CARLOS - NOVIEMBRE 2002,SAN CARLOS,ANTIOQUIA,6.148662,-75.056805,http://rutasdelconflicto.com/admin/imagenes/agosto1999sancarlos(1).jpg,http://rutasdelconflicto.com/interna.php?masacre=411,11/29/2002,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),2002
PARAMILITARES,CARACOLÍ 1999,CARACOLÍ,ANTIOQUIA,6.41766,-74.766877,http://rutasdelconflicto.com/admin/imagenes/CaracoliAlcaldia.jpg,http://rutasdelconflicto.com/interna.php?masacre=646,1/10/1999,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),1999
PARAMILITARES,SABANALARGA 1999,SABANALARGA Y PEQUE,ANTIOQUIA,6.866439,-75.821564,http://rutasdelconflicto.com/admin/imagenes/SabanalargaAlcaldia.jpg,http://rutasdelconflicto.com/interna.php?masacre=647,1/10/1999,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),1999
PARAMILITARES,ALEJANDRÍA 1999,ALEJANDRÍA,ANTIOQUIA,6.376718,-75.140015,http://rutasdelconflicto.com/admin/imagenes/AlejandriaSemana.jpeg,http://rutasdelconflicto.com/interna.php?masacre=649,5/11/1999,PARAMILITARES DEL BLOQUE METRO (1997  - 2004),1999
